8,1,0,
24,3,1,
40,8,3,
56,12,5,
72,28,10,
88,38,16,
104,34,12,
120,41,14,
136,66,23,
152,78,31,
168,72,27,
184,74,29,
200,120,41,
216,128,47,
232,114,46,
248,125,56,
264,197,78,
280,217,87,
296,182,78,
312,191,88,
328,247,121,
344,257,127,
360,208,105,
376,208,107,
392,318,174,
408,317,158,
424,289,170,
440,279,167,
456,368,197,
472,365,193,
488,295,158,
504,321,185,
