8,0,0,
9,0,0,
10,0,0,
11,0,0,
12,0,0,
13,0,1,
14,1,0,
15,1,0,
16,3,1,
17,5,2,
18,11,2,
19,15,4,
20,38,15,
21,67,20,
22,118,42,
23,256,48,
24,474,120,
25,901,293,
26,1636,414,
27,3484,906,
